company_id;free_float_level;last_trade_date;last_trade_price;market_capitilization;outstanding_shares;percent_weight;securityid;security_name;security_symbol;total_market_capitalization
92;41.00;2018-05-17;0.25;391031754.34;1589559977.00;0.00;227;UNIOIL RESOURCES & HOLDINGS COMPANY, INC.;UNI;9841681459717.74
168;21.00;2020-04-08;0.00;1175916586.86;261314797080.00;0.01;334;UNITED PARAGON MINING CORPORATION;UPM;9841681459717.74
124;45.00;2020-04-08;122.00;268907747896.00;2204161868.00;2.73;167;UNIVERSAL ROBINA CORPORATION;URC;9841681459717.74
65;34.00;2020-04-08;1.08;4535548847.28;4199582266.00;0.05;135;VANTAGE EQUITIES, INC.;V;9841681459717.74
28;26.22;2020-04-08;0.77;2351837190.78;3054334014.00;0.02;168;VITARICH CORPORATION;VITA;9841681459717.74
607;24.00;2020-04-08;3.93;49903170166.68;12698007676.00;0.51;530;VISTA LAND & LIFESCAPES, INC.;VLL;9841681459717.74
123;16.00;2020-04-08;2.49;6827705904.36;2742050564.00;0.07;415;VICTORIAS MILLING COMPANY, INC.;VMC;9841681459717.74
46;40.00;2020-04-08;0.60;870000000.00;1450000000.00;0.01;346;VULCAN INDUSTRIAL & MINING;VUL;9841681459717.74
79;12.00;2020-04-08;15.10;15454196139.80;1023456698.00;0.16;133;VIVANT CORPORATION;VVT;9841681459717.74
122;33.00;2020-04-08;1.96;2814122292.80;1435776680.00;0.03;136;PHILWEB CORPORATION;WEB;9841681459717.74
90;43.00;2020-04-08;0.21;680563141.44;3271938180.00;0.01;229;WELLEX INDUSTRIES, INC.;WIN;9841681459717.74
665;34.00;2020-04-08;12.58;51574529379.28;4099724116.00;0.52;632;WILCON DEPOT, INC.;WLCON;9841681459717.74
